object_id,y_true,score,fold
141,1,0.5704891246265809,2
142,1,0.5083547177197215,1
143,0,0.5082927372173781,1
144,0,0.5048111344047075,1
145,0,0.11789486093120281,2
146,1,0.5426897648000883,1
147,0,0.4368463273721658,2
148,0,0.051883036270887056,1
149,0,0.5083505299067621,1
150,0,0.4982792667217176,2
151,0,0.5068255918291356,1
152,0,0.5052677430908588,3
153,0,0.30779487534875233,1
154,0,0.4883846554710694,1
155,1,0.7275692514792179,0
156,1,0.5604839116934307,1
157,0,0.5010637484581847,4
158,1,0.6267868462066623,3
159,0,0.3272740861572528,1
160,0,0.4983008059958708,2
161,1,0.5220753479963148,3
162,1,0.4985780212563065,2
163,0,0.49939935062052837,4
164,0,0.498762123135901,3
165,0,0.5013601668599932,4
166,1,0.5085420706468142,1
167,1,0.5019540961160011,4
168,0,0.37117406096997363,1
169,0,0.47244131897148234,2
170,1,0.5016865183654485,4
171,1,0.49831901624294084,2
172,0,0.7175311532425899,2
173,0,0.5038494499981321,0
174,0,0.39586778411894447,1
175,1,0.5053222584296323,0
176,0,0.5082952224511341,1
177,0,0.5052257578321253,0
178,0,0.2223400760438118,0
179,1,0.5055016790479513,0
180,1,0.505313567216538,0
181,1,0.5704616169991402,0
182,0,0.44027304020437397,4
183,1,0.5067797306812029,0
184,1,0.5071540956248635,4
185,0,0.12309972918451308,1
186,1,0.5238058548252731,3
187,0,0.487007911479847,0
188,1,0.5252048865319634,3
189,0,0.5018378847156746,0
190,1,0.5083603633653407,1
191,0,0.505324245627617,0
192,1,0.8959013470141922,2
193,1,0.5220135014669675,3
194,0,0.5082383625459495,1
195,0,0.5014608063204643,4
196,0,0.48740617830434557,4
197,1,0.5108663503766795,1
198,0,0.5052137588531623,0
199,1,0.5065605589116194,0
200,1,0.5997264978255703,3
201,0,0.49750892963487847,2
202,0,0.498173715706117,2
203,0,0.4955280403224922,1
204,0,0.34794342596392686,2
205,1,0.5227467811591275,3
206,1,0.5284826574209138,1
207,1,0.4986399695887162,2
208,0,0.504745970021272,0
209,0,0.5004401833692479,4
210,0,0.49830035209470963,2
211,0,0.42630002033422537,4
212,0,0.5005289937811676,3
213,0,0.4452852975054462,0
214,1,0.6287432912104894,0
215,0,0.5012846342423821,4
216,0,0.5192680986877322,3
217,0,0.4901046804349424,4
218,1,0.5015857365723189,4
219,0,0.470967395305106,3
220,1,0.5116734144695714,4
221,1,0.5013892574003683,4
222,1,0.6654324427519983,2
223,0,0.5013282970365184,4
224,1,0.5053320650915836,0
225,0,0.34233119546872137,4
226,1,0.5056622678541695,0
227,1,0.5116652576750804,1
228,0,0.49334247803068676,2
229,1,0.5053449531427431,0
230,0,0.5219254355096488,3
231,1,0.49831376123475923,2
232,1,0.5205480336752566,2
233,0,0.5027279415185602,1
234,1,0.5219784362349007,3
235,1,0.5219878538819573,3
236,1,0.5083699272661586,1
237,0,0.5052847575493755,0
238,1,0.5086456965455961,1
239,0,0.5082263759830234,1
240,0,0.5024136946195041,0
241,0,0.5052868657954857,0
242,1,0.5220086658498393,3
243,0,0.4983017471401404,2
244,0,0.521978833145871,3
245,1,0.5219679854987108,3
246,0,0.23872493743804393,4
247,0,0.16780005397647427,3
248,1,0.4991928405544503,2
249,0,0.5215145745784449,3
250,0,0.49387852081814776,1
251,1,0.583199718118261,0
252,1,0.49831944307464665,2
253,1,0.5082636585190368,1
254,1,0.5058554133702403,0
255,1,0.5057765831722135,2
256,1,0.6877939633105503,3
257,1,0.5015453095060045,4
258,1,0.5056397184464487,0
259,1,0.5147229657578655,0
260,0,0.5219764981783965,3
261,0,0.43680487270896323,0
262,0,0.5050725406553093,0
263,1,0.5021364406782861,4
264,1,0.5053360472388082,0
265,1,0.5220151837373457,3
266,0,0.5104335987338502,3
267,1,0.5105691033654323,0
268,0,0.5079825299446518,1
269,0,0.053575544025961125,4
270,1,0.9453790309805657,2
271,0,0.3367624647627187,3
272,1,0.4987301923568041,0
273,1,0.49839238888924975,2
274,1,0.5219906092634047,3
275,0,0.5008659461778596,1
276,0,0.5197891352216065,3
277,1,0.7098914627260184,1
278,0,0.5219478906168791,3
279,1,0.578793314562662,2
280,0,0.5052737575732773,0
281,0,0.5014080380967204,4
282,1,0.6076174594560595,2
283,1,0.5037326742520617,4
284,1,0.6654244490949855,3
285,1,0.5101955520855167,1
286,1,0.5231109195433533,3
287,0,0.4797615694955213,2
288,1,0.5043486516225902,1
289,0,0.5219767532407595,3
290,0,0.26230891791015143,0
291,1,0.5066380032969242,0
292,1,0.5149260149131593,3
293,0,0.49803370038706474,2
294,1,0.5053839193896569,0
295,0,0.505281811593195,0
296,1,0.5324217569195406,2
297,0,0.5028541332113573,0
298,0,0.3845430343309465,0
299,1,0.5045908025162849,0
300,1,0.5219910436921044,3
301,1,0.5013848449999563,4
302,1,0.6010832206568132,1
303,0,0.5026477608673864,0
304,1,0.5057609190693986,0
305,1,0.5026263588619647,4
306,0,0.5051607554568511,0
307,0,0.4973768509068411,4
308,0,0.3315562507969023,4
309,1,0.5082876661847207,0
310,0,0.16189615608698443,1
311,1,0.5510001375085032,1
312,1,0.5395263323157804,3
313,0,0.49947219260509446,2
314,1,0.5085520324465657,0
315,1,0.5230491672625227,3
316,0,0.45675692677668855,0
317,0,0.17631759143864126,1
318,1,0.5014982963737356,4
319,1,0.5084478624015684,0
320,1,0.49880896901922395,2
321,1,0.5126033518939573,1
322,0,0.251156704019466,0
323,0,0.521972646913812,3
324,1,0.4986165221786655,2
325,0,0.5219721531278424,3
326,1,0.5013507663122083,4
327,0,0.5052366346971379,0
328,0,0.5049699954866095,0
329,0,0.5082863290733677,1
330,1,0.5134349811808836,3
331,1,0.5097430618906966,4
332,0,0.003214702713671473,2
333,1,0.5083462581827644,1
334,0,0.5052508103916655,0
335,1,0.11038126723273249,3
336,0,0.5215735002502988,3
337,0,0.43695548151093005,0
338,1,0.6732413148954388,1
339,0,0.498233054686364,2
340,1,0.5080961106290387,0
341,0,0.49696198434336564,2
342,0,0.16063898109777028,3
343,0,0.10601626934914579,3
344,1,0.5861180934972934,0
345,0,0.4982816895909988,2
346,1,0.516904810029351,3
347,0,0.33815407444445295,2
348,1,0.6444470652313686,2
349,0,0.48638773566769145,2
350,0,0.5219557092706066,3
351,0,0.5013733413464829,4
352,1,0.5235800917192237,1
353,1,0.5525009938035098,1
354,1,0.5014295572347629,4
355,1,0.5014831532350418,4
356,1,0.5365168514264819,1
357,0,0.500001174484639,4
358,1,0.9777997042744985,0
359,1,0.5118229173887339,0
360,1,0.5460392147301523,1
361,0,0.5052746989969682,0
362,0,0.4876015246770351,2
363,1,0.7560970734894381,4
364,0,0.44896580515296947,0
365,0,0.5083008152639464,1
366,1,0.4984932645916146,2
367,0,0.4996666150728763,4
368,0,0.5211820659193996,3
369,1,0.5118383508643908,0
370,1,0.5219983319924213,3
371,1,0.5466405335846461,1
372,1,0.5020604012398615,4
373,1,0.518814255381845,2
374,0,0.02145340601761877,3
375,1,0.5108746028807948,4
376,0,0.5007326017760672,4
377,1,0.7048357549295098,4
378,1,0.5083915545104529,1
379,0,0.5014069170976304,4
380,1,0.5084215254220296,1
381,0,0.2849240709145058,2
382,0,0.49037009690469985,4
383,0,0.4981661673832903,2
384,1,0.49827887177633495,2
385,0,0.47065434291888,1
386,0,0.5186481589731798,3
387,0,0.5014087497760205,4
388,0,0.13697746443455228,4
389,0,0.507698873455809,1
390,0,0.5013120234020614,4
391,1,0.5083713538196389,1
392,1,0.5014459063163573,4
393,0,0.2802673730563554,3
394,0,0.5219937382236839,3
395,1,0.6373126918583498,3
396,0,0.49006893119108363,4
397,0,0.24772908332448476,1
398,0,0.49271943559961556,2
399,1,0.5014245495287389,4
400,1,0.5770233848314101,3
401,0,0.5182493576257032,4
402,0,0.5012389731074718,4
403,1,0.5055037915766809,4
404,0,0.4961716508855383,2
405,1,0.5209414676171904,4
406,1,0.5219916845668772,3
407,0,0.5083469924374118,1
408,1,0.5102006040867356,1
409,0,0.48337033415467745,3
410,0,0.5208230087337019,3
411,1,0.9923601672084555,1
412,1,0.5077376104010457,1
413,0,0.4982802446741228,2
414,1,0.511534023130975,0
415,1,0.508674110316333,1
416,1,0.5058601372933225,4
417,0,0.50068409901204,4
418,0,0.5014011855294157,4
419,1,0.7664241999256365,3
420,0,0.4972083470009968,2
421,0,0.5007120736326688,4
422,1,0.5337055027540445,4
423,0,0.49893100023870757,0
424,0,0.52197664007325,3
425,0,0.50458903235495,0
426,0,0.4740955435084326,4
427,0,0.3355463621303345,2
428,1,0.5242381887849381,3
429,0,0.5049527044729991,0
430,0,0.5004605796484572,4
431,1,0.5228177862022944,3
432,0,0.46652516599069177,0
433,0,0.49829083022866544,2
434,1,0.4983461041145427,2
435,1,0.5053215001812331,0
436,1,0.5990561868990123,3
437,0,0.4272641692774541,1
438,1,0.5014269567983295,4
439,0,0.9625868591779567,2
440,1,0.5054863167569118,0
441,0,0.5082984462785646,1
442,0,0.4898257640310552,2
443,1,0.5085548387116937,1
444,1,0.5183668914713888,3
445,1,0.5037738386900272,2
446,1,0.521988060382509,3
447,1,0.4985670685461354,2
448,0,0.5052723714566636,0
449,0,0.49820154397591915,2
450,1,0.5103000961417017,2
451,1,0.505236532035874,2
452,0,0.3779729473177021,0
453,1,0.5091880723325206,1
454,1,0.5014491141772839,4
455,1,0.28220357306985083,1
456,1,0.501908160198038,4
457,1,0.5247911010908063,4
458,0,0.5002229903927838,4
459,0,0.5219318623873831,3
460,1,0.49839056536785453,2
461,0,0.4287786083865945,3
462,0,0.5213456346526332,3
463,0,0.501267797877402,4
464,0,0.5219737656192033,3
465,1,0.5072981651455089,4
466,0,0.4612279036030979,4
467,0,0.5048807161237093,0
468,0,0.4943563340427245,2
469,1,0.5058016887143327,0
470,0,0.4980814831890789,2
471,0,0.5073433156695024,1
472,0,0.5043662788525468,0
473,0,0.41306562248351414,2
474,1,0.5006472008057783,3
475,1,0.5089942280310074,1
476,1,0.4978662734871858,2
477,1,0.5070412823801338,0
478,1,0.6679541571008392,1
479,0,0.5219431644808573,3
480,1,0.5662062288145095,3
481,0,0.5218907865295627,3
482,1,0.5037201442874853,2
483,0,0.5013832544978407,4
